what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281408818069
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1281409100983
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1281409134304
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1281409134353
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1281409141449
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281409145667
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281409165851
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281409165877
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1281409211604
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1281409213112
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1281409213247
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281409386847
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281409387939
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281409388214
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281409388250
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281409423707
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281409440119
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281409582475
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281409587335
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281409588915
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281409589199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281411245975
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281411298303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281411301513
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281411311518
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281411652913
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281413526848
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281413671226
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281414149274
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281414151783
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281414152000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.exit",1281414152312
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1281414152438
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1281414152448
